학교구분,학교코드,학교명,본분교,지역,설립구분,학교상태,주소,경도,위도
전문대학,444,대구보건대학교,본교,대구,사립,기존,대구광역시 북구 영송로 15 ,128.5440279,35.92685091
전문대학,446,대구과학대학교,본교,대구,사립,기존,대구광역시 북구 영송로 47 ,128.5427999,35.92922769
전문대학,447,대동대학교,본교,부산,사립,기존,부산광역시 금정구 동부곡로27번길 88 ,129.0958633,35.22913173
전문대학,448,대림대학교,본교,경기,사립,기존,경기도 안양시 동안구 임곡로 29 ,126.9306862,37.40329081
전문대학,449,대원대학교,본교,충북,사립,기존,충청북도 제천시 대학로 316 ,128.1905337,37.17580066
전문대학,450,동서울대학교,본교,경기,사립,기존,경기도 성남시 수정구 복정로 76 ,127.1288392,37.45829302
전문대학,451,대전보건대학교,본교,대전,사립,기존,대전광역시 동구 충정로 21 ,127.455899,36.35050519
전문대학,452,우송정보대학,본교,대전,사립,기존,대전광역시 동구 백룡로 59,127.4535033,36.33696066
전문대학,453,대전과학기술대학교,본교,대전,사립,기존,대전광역시 서구 혜천로 100 ,127.3757664,36.30178695
전문대학,454,아주자동차대학,본교,충남,사립,기존,충청남도 보령시 주포면 대학길 106 ,126.5795764,36.40350689
전문대학,455,인천재능대학교,본교,인천,사립,기존,인천광역시 동구 재능로 178 ,126.6504754,37.47553313
전문대학,456,경북과학대학교,본교,경북,사립,기존,경상북도 칠곡군 기산면 지산로 634 ,128.3456721,35.98318216
전문대학,457,동남보건대학교,본교,경기,사립,기존,경기도 수원시 장안구 천천로74번길 50 ,126.9869959,37.29694394
전문대학,460,동강대학교,본교,광주,사립,기존,광주광역시 북구 동문대로 50 ,126.9223487,35.16944291
전문대학,461,동아방송예술대학교,본교,경기,사립,기존,경기도 안성시 삼죽면 동아예대길 47 ,127.3532866,37.0623335
전문대학,462,동아보건대학교,본교,전남,사립,기존,전라남도 영암군 학산면 영산로 76-57 ,126.5674383,34.73035341
전문대학,463,동양미래대학교,본교,서울,사립,기존,서울특별시 구로구 경인로 445 ,126.8681715,37.49999741
전문대학,465,동원대학교,본교,경기,사립,기존,경기도 광주시 곤지암읍 경충대로 26 ,127.4014421,37.32807918
전문대학,466,동의과학대학교,본교,부산,사립,기존,부산광역시 부산진구 양지로 54 ,129.0722236,35.16584529
전문대학,467,동주대학교,본교,부산,사립,기존,부산광역시 사하구 사리로55번길 16 ,128.9972299,35.10672656
전문대학,469,두원공과대학교,본교,경기,사립,기존,경기도 안성시 죽산면 관음당길 51 ,127.4240907,37.06492184
전문대학,470,마산대학교,본교,경남,사립,기존,경상남도 창원시 마산회원구 내서읍 함마대로 2640 ,128.5037011,35.25987565
전문대학,473,명지전문대학,본교,서울,사립,기존,서울특별시 서대문구 가좌로 134 ,126.9256267,37.58536319
전문대학,474,목포과학대학교,본교,전남,사립,기존,전라남도 목포시 영산로 413-1 ,126.4098137,34.80786119
전문대학,475,문경대학교,본교,경북,사립,기존,경상북도 문경시 호계면 대학길 161 ,128.1741837,36.65756742
전문대학,476,배화여자대학교,본교,서울,사립,기존,서울특별시 종로구 필운대로1길 34 ,126.9672937,37.57954365
전문대학,477,백제예술대학교,본교,전북,사립,기존,전라북도 완주군 봉동읍 백제대학로 171 ,127.1297135,35.99627401
전문대학,479,부산경상대학교,본교,부산,사립,기존,부산광역시 연제구 고분로 170 ,129.1009528,35.1854279
전문대학,480,부산여자대학교,본교,부산,사립,기존,부산광역시 부산진구 진남로 506 ,129.0720573,35.16923649
전문대학,481,부산과학기술대학교,본교,부산,사립,기존,부산광역시 북구 시랑로132번길 88 ,129.0052973,35.19419641
전문대학,482,부천대학교,본교,경기,사립,기존,경기도 부천시 원미구 신흥로56번길 25 ,126.7793046,37.48887255
전문대학,483,삼육보건대학교,본교,서울,사립,기존,서울특별시 동대문구 망우로 82 ,127.0635503,37.58620744
전문대학,489,서울예술대학교,본교,경기,사립,기존,경기도 안산시 단원구 예술대학로 171 ,126.8362926,37.3334224
전문대학,490,서일대학교,본교,서울,사립,기존,서울특별시 중랑구 용마산로90길 28 ,127.0972104,37.5860854
전문대학,496,수원여자대학교,본교,경기,사립,기존,경기도 수원시 권선구 온정로 72 ,126.96331,37.25270689
전문대학,497,수원과학대학교,본교,경기,사립,기존,경기도 화성시 정남면 세자로 288 ,126.9839279,37.19203487
전문대학,498,순천제일대학교,본교,전남,사립,기존,전라남도 순천시 제일대학길 17 ,127.4852017,34.93379875
전문대학,500,숭의여자대학교,본교,서울,사립,기존,서울특별시 중구 소파로2길 10 ,126.9874713,37.55786055
전문대학,501,신구대학교,본교,경기,사립,기존,경기도 성남시 중원구 광명로 377 ,127.1676993,37.44885571
전문대학,502,신성대학교,본교,충남,사립,기존,충청남도 당진시 정미면 대학로 1 ,126.593775,36.85371662
전문대학,506,신안산대학교,본교,경기,사립,기존,경기도 안산시 단원구 신안산대학로 135 ,126.805415,37.30902075
전문대학,507,안산대학교,본교,경기,사립,기존,경기도 안산시 상록구 안산대학로 155 ,126.8771251,37.30817085
전문대학,509,동원과학기술대학교,본교,경남,사립,기존,경상남도 양산시 명곡로 321 ,129.0666288,35.34417
전문대학,510,여주대학교,본교,경기,사립,기존,경기도 여주시 세종로 338 ,127.6363594,37.27108646
전문대학,512,연암대학교,본교,충남,사립,기존,충청남도 천안시 서북구 성환읍 연암로 313 ,127.1557477,36.94690538
전문대학,513,영남이공대학교,본교,대구,사립,기존,대구광역시 남구 현충로 170 ,128.5841748,35.84767607
전문대학,514,강릉영동대학교,본교,강원,사립,기존,강원도 강릉시 공제로 357 ,128.8549582,37.74741481
전문대학,515,세경대학교,본교,강원,사립,기존,강원도 영월군 영월읍 하송로 197 ,128.4542785,37.17281174
전문대학,517,영진전문대학교,본교,대구,사립,기존,대구광역시 북구 복현로 35 ,128.6206258,35.89565314
전문대학,520,용인예술과학대학교,본교,경기,사립,기존,경기도 용인시 처인구 동부로 61 ,127.2181898,37.22921956
전문대학,521,울산과학대학교,본교,울산,사립,기존,울산광역시 동구 봉수로 101 ,129.4158235,35.49467461
전문대학,522,한국영상대학교,본교,세종,사립,기존,세종특별자치시 장군면 대학길 300 ,127.2097408,36.46241326
전문대학,523,원광보건대학교,본교,전북,사립,기존,전라북도 익산시 익산대로 514 ,126.9561948,35.97274178
전문대학,524,유한대학교,본교,경기,사립,기존,경기도 부천시 소사구 경인로 590 ,126.8223644,37.48812523
전문대학,525,인덕대학교,본교,서울,사립,기존,서울특별시 노원구 초안산로 12 ,127.0545023,37.63034242
전문대학,527,장안대학교,본교,경기,사립,기존,경기도 화성시 봉담읍 삼천병마로 1182 ,126.944481,37.21328777
전문대학,529,전남과학대학교,본교,전남,사립,기존,전라남도 곡성군 옥과면 대학로 113 ,127.1328764,35.27716025
전문대학,530,전주비전대학교,본교,전북,사립,기존,전라북도 전주시 완산구 천잠로 235 ,127.0909619,35.81087789
전문대학,531,전북과학대학교,본교,전북,사립,기존,전라북도 정읍시 정읍사로 509 ,126.8613626,35.54803681
전문대학,532,제주관광대학교,본교,제주,사립,기존,제주특별자치도 제주시 애월읍 평화로 2715 ,126.4343037,33.4474759
전문대학,534,조선이공대학교,본교,광주,사립,기존,광주광역시 동구 필문대로 309-1 ,126.9311545,35.1407309
전문대학,536,충북보건과학대학교,본교,충북,사립,기존,충청북도 청주시 청원구 내수읍 덕암길 10 ,127.5533565,36.70350344
전문대학,539,진주보건대학교,본교,경남,사립,기존,경상남도 진주시 의병로 51 ,128.0665492,35.19809377
전문대학,542,창원문성대학교,본교,경남,사립,기존,경상남도 창원시 의창구 충혼로 91 ,128.6602031,35.23309067
전문대학,543,백석문화대학교,본교,충남,사립,기존,충청남도 천안시 동남구 백석대학로 1 ,127.1825128,36.8388347
전문대학,544,청강문화산업대학교,본교,경기,사립,기존,경기도 이천시 마장면 청강가창로 389-94 ,127.356492,37.20645701
전문대학,545,춘해보건대학교,본교,울산,사립,기존,울산광역시 울주군 웅촌면 대학길 9 ,129.1960029,35.45831059
전문대학,546,대덕대학교,본교,대전,사립,기존,대전광역시 유성구 가정북로 68 ,127.3674447,36.39082197
전문대학,547,충청대학교,본교,충북,사립,기존,충청북도 청주시 흥덕구 강내면 월곡길 38 ,127.3698201,36.61873401
전문대학,548,강원관광대학교,본교,강원,사립,기존,강원도 태백시 대학길 97 ,128.9732841,37.16218646
전문대학,549,국제대학교,본교,경기,사립,기존,경기도 평택시 장안웃길 56 ,127.0802944,37.06550858
전문대학,550,선린대학교,본교,경북,사립,기존,경상북도 포항시 북구 흥해읍 초곡길36번길 30 ,129.3331503,36.09078196
전문대학,553,한림성심대학교,본교,강원,사립,기존,강원도 춘천시 동면 장학길 48 ,127.7570505,37.89809298
전문대학,554,한양여자대학교,본교,서울,사립,기존,서울특별시 성동구 살곶이길 200 ,127.0493226,37.55792299
전문대학,555,한영대학교,본교,전남,사립,기존,전라남도 여수시 장군산길 18-43 ,127.7148951,34.75371291
전문대학,556,혜전대학교,본교,충남,사립,기존,충청남도 홍성군 홍성읍 대학1길 19 ,126.6591927,36.57977419
전문대학,560,경기과학기술대학교,본교,경기,사립,기존,경기도 시흥시 경기과기대로 269 ,126.7364224,37.33881042
전문대학,561,부산예술대학교,본교,부산,사립,기존,부산광역시 남구 못골번영로71번길 74 ,129.083913,35.14183609
전문대학,562,전남도립대학교,본교,전남,공립,기존,전라남도 담양군 담양읍 죽녹원로 152 ,126.9925982,35.3265272
전문대학,564,송호대학교,본교,강원,사립,기존,강원도 횡성군 횡성읍 남산로 210 ,128.0022285,37.47349333
전문대학,565,한국관광대학교,본교,경기,사립,기존,경기도 이천시 신둔면 이장로311번길 197-73 ,127.3779195,37.28352861
전문대학,566,서정대학교,본교,경기,사립,기존,경기도 양주시 은현면 서정로 27 ,127.037794,37.8564651
전문대학,567,송곡대학교,본교,강원,사립,기존,강원도 춘천시 남산면 송곡대학길 34 ,127.6493955,37.79204699
전문대학,568,웅지세무대학교,본교,경기,사립,기존,경기도 파주시 탄현면 웅지로144번길 73 ,126.7357018,37.81874901
전문대학,569,김해대학교,본교,경남,사립,기존,경상남도 김해시 삼안로112번길 198 ,128.9130495,35.25413993
전문대학,570,한국승강기대학교,본교,경남,사립,기존,경상남도 거창군 거창읍 운정1길 120 ,127.8959649,35.67571344
전문대학,575,영진사이버대학교,본교,대구,사립,기존,대구광역시 북구 복현로 35 ,128.6206258,35.89565314
전문대학,576,한국복지사이버대학,본교,경북,사립,기존,경상북도 경산시 남천면 남천로 746-10 ,128.7293095,35.78480315
전문대학,578,한국골프대학교,본교,강원,사립,기존,강원도 횡성군 우천면 하대5길 109 한국골프대학교,128.0766679,37.46715331
전문대학,579,ICT폴리텍대학,본교,경기,사립,기존,경기도 광주시 순암로 16-26 ,127.2482766,37.39735602
전문대학,584,한국폴리텍 I 대학 서울정수캠퍼스,본교,서울,사립,기존,서울특별시 용산구 보광로 73 ,126.9968096,37.52997524
전문대학,585,한국폴리텍 I 대학 서울강서캠퍼스,본교,서울,사립,기존,서울특별시 강서구 우장산로10길 112 ,126.8424418,37.54924167
전문대학,586,한국폴리텍 I 대학 성남캠퍼스,본교,경기,사립,기존,경기도 성남시 수정구 수정로 398 ,127.1542149,37.45885729
전문대학,589,한국폴리텍 II 대학 인천캠퍼스,본교,인천,사립,기존,인천광역시 부평구 무네미로448번길 56 ,126.7542004,37.47913717
전문대학,590,한국폴리텍 II 대학 남인천캠퍼스,본교,인천,사립,기존,인천광역시 남구 염전로333번길 23 ,126.6773377,37.47264523
전문대학,593,한국폴리텍 III 대학 춘천캠퍼스,본교,강원,사립,기존,강원도 춘천시 동산면 영서로 1290-31 ,127.7775913,37.79929801
전문대학,594,한국폴리텍 III 대학 강릉캠퍼스,본교,강원,사립,기존,강원도 강릉시 남산초교길 121 ,128.8904141,37.73682488
전문대학,603,한국폴리텍 IV 대학 대전캠퍼스,본교,대전,사립,기존,대전광역시 동구 우암로 352-21 ,127.4537631,36.351036
전문대학,604,한국폴리텍 IV 대학 청주캠퍼스,본교,충북,사립,기존,충청북도 청주시 흥덕구 산단로 54 ,127.4483828,36.63958679
전문대학,606,한국폴리텍 IV 대학 아산캠퍼스,본교,충남,사립,기존,충청남도 아산시 신창면 행목로 45 ,126.9488556,36.77204722
전문대학,607,한국폴리텍 IV 대학 홍성캠퍼스,본교,충남,사립,기존,충청남도 홍성군 홍성읍 충서로 1200 ,126.6561745,36.58261313
전문대학,616,한국폴리텍 V 대학 광주캠퍼스,본교,광주,사립,기존,광주광역시 북구 하서로 85 ,126.8786731,35.18295443
전문대학,617,한국폴리텍 V 대학 전북캠퍼스,본교,전북,사립,기존,전라북도 김제시 백학제길 154 ,126.9397876,35.80948224
전문대학,619,한국폴리텍 V 대학 전남캠퍼스,본교,전남,사립,기존,전라남도 무안군 청계면 영산로 1854-16 한국폴리텍V대학 전남캠퍼스,126.4289157,34.92352828
전문대학,620,한국폴리텍 V 대학 익산캠퍼스,본교,전북,사립,기존,전라북도 익산시 선화로 579 ,126.9905895,35.95200287
전문대학,623,한국폴리텍 VI 대학 대구캠퍼스,본교,대구,사립,기존,대구광역시 서구 국채보상로43길 15 ,128.5530235,35.87409
전문대학,624,한국폴리텍 VI 대학 구미캠퍼스,본교,경북,사립,기존,경상북도 구미시 수출대로3길 84 ,128.3737364,36.11927951
전문대학,631,한국폴리텍 VII 대학 창원캠퍼스,본교,경남,사립,기존,경상남도 창원시 성산구 외동반림로 51-88 ,128.6693004,35.2257107
전문대학,632,한국폴리텍 VII 대학 부산캠퍼스,본교,부산,사립,기존,부산광역시 북구 만덕대로155번길 99 ,129.0189734,35.21848073
전문대학,633,한국폴리텍 VII 대학 울산캠퍼스,본교,울산,사립,기존,울산광역시 중구 산전길 155 ,129.3480279,35.57853239
전문대학,635,한국폴리텍 특성화대학 바이오캠퍼스,본교,충남,사립,기존,충청남도 논산시 강경읍 동안로112번길 48 ,127.0215673,36.14603534
전문대학,636,한국폴리텍 VI 대학 영남융합기술캠퍼스,본교,대구,사립,기존,대구광역시 동구 팔공로 222,128.6420212,35.92024268
전문대학,637,한국폴리텍 특성화대학 반도체융합캠퍼스,본교,경기,사립,기존,경기도 안성시 공도읍 송원길 41-12 ,127.1762099,37.00851097
전문대학,638,한국폴리텍 특성화대학 항공캠퍼스,본교,경남,사립,기존,경상남도 사천시 대학길 46 ,128.1079824,34.94785019
대학,2573,경동대학교,제2캠퍼스,강원,사립,기존,강원도 속초시 도리원길 5 ,128.5511504,38.19217877
대학,2574,경동대학교,제3캠퍼스,강원,사립,기존,강원도 원주시 문막읍 견훤로 815 ,127.7923079,37.26473032
전문대학,2639,강원도립대학교,본교,강원,공립,기존,강원도 강릉시 주문진읍 연주로 270 ,128.830624,37.87663397
전문대학,2640,경남정보대학교,본교,부산,사립,기존,부산광역시 사상구 주례로 45 ,129.0090732,35.14645288
전문대학,2641,경복대학교,본교,경기,사립,기존,경기도 남양주시 진접읍 경복대로 425 ,127.2106126,37.7350227
전문대학,2642,경북전문대학교,본교,경북,사립,기존,경상북도 영주시 대학로 77 ,128.6161451,36.80699587
전문대학,2645,서라벌대학교,본교,경북,사립,기존,경상북도 경주시 태종로 478-20 ,129.1826093,35.84200606
전문대학,2646,서영대학교,본교,광주,사립,기존,광주광역시 북구 서강로 1 ,126.8680915,35.1749934
전문대학,2647,성운대학교,본교,경북,사립,기존,경상북도 영천시 신녕면 대학길 105 ,128.7614087,36.06421329
전문대학,2649,수성대학교,본교,대구,사립,기존,대구광역시 수성구 달구벌대로528길 15 ,128.6496125,35.85524802
전문대학,2650,안동과학대학교,본교,경북,사립,기존,경상북도 안동시 서후면 서선길 189 ,128.6528086,36.59020198
전문대학,2651,연성대학교,본교,경기,사립,기존,경기도 안양시 만안구 양화로37번길 34 ,126.9092113,37.3974737
전문대학,2652,연암공과대학교,본교,경남,사립,기존,경남 진주시 진주대로 629번길 35,128.0980935,35.16531091
전문대학,2653,오산대학교,본교,경기,사립,기존,경기도 오산시 청학로 45 ,127.0631977,37.15356204
전문대학,2654,인하공업전문대학,본교,인천,사립,기존,인천광역시 미추홀구 인하로 100 ,126.6515144,37.45141623
전문대학,2655,제주한라대학교,본교,제주,사립,기존,제주특별자치도 제주시 한라대학로 38 ,126.4741577,33.47663759
전문대학,2656,청암대학교,본교,전남,사립,기존,전라남도 순천시 녹색로 1641 ,127.4893192,34.92861731
전문대학,2657,충남도립대학교,본교,충남,공립,기존,충청남도 청양군 청양읍 학사길 55 ,126.8019948,36.43643472
전문대학,2658,포항대학교,본교,경북,사립,기존,경상북도 포항시 북구 흥해읍 신덕로 60 ,129.4107,36.0864171
전문대학,2659,한국복지대학교,본교,경기,국립,기존,경기도 평택시 삼남로 283 ,127.0949508,37.05172936
대학,2660,인천대학교,본교,인천,국립대법인,기존,인천광역시 연수구 아카데미로 119 ,126.6325132,37.37807919
전문대학,2674,한국폴리텍 VI 대학 영주캠퍼스,본교,경북,사립,기존,경상북도 영주시 가흥로 2 ,128.6028265,36.80074293
대학,2712,신한대학교,본교,경기,사립,기존,경기도 동두천시 벌마들로40번길 30 ,127.0378865,37.90386394
대학,2726,단국대학교,제2캠퍼스,충남,사립,기존,충청남도 천안시 동남구 단대로 119 ,127.1652195,36.83594941
대학,2744,경동대학교,제4캠퍼스,경기,사립,기존,경기도 양주시 경동대학로 27 ,127.070532,37.80943821
대학,2748,가야대학교(김해),본교,경남,사립,기존,경상남도 김해시 삼계로 208 ,128.8723211,35.2698179
대학,2749,가야대학교(고령),제2캠퍼스,경북,사립,기존,경상북도 고령군 대가야읍 대가야로 1103 ,128.2503524,35.71889475
대학,2800,신한대학교,제2캠퍼스,경기,사립,기존,경기도 의정부시 호암로 95 ,127.0463046,37.71019077
전문대학,2854,한국폴리텍 III 대학 원주캠퍼스,본교,강원,사립,기존,강원도 원주시 북원로2425번길 73 ,127.9331487,37.36261602
대학,2911,을지대학교,제3캠퍼스,경기,사립,기존,경기도 의정부시 동일로 712 ,127.0506992,37.75183183
전문대학,2912,한국폴리텍 I 대학 제주캠퍼스,본교,제주,사립,기존,제주특별자치도 제주시 산천단동3길 2 ,126.561303,33.44875661
대학,2949,홍익대학교,제2캠퍼스,세종,사립,기존,세종특별자치시 조치원읍 세종로 2639 ,127.2880953,36.61977065
대학,2959,상명대학교,제2캠퍼스,충남,사립,기존,충청남도 천안시 동남구 상명대길 31 ,127.1809928,36.83130377
전문대학,2971,군산간호대학교,본교,전북,사립,기존,전라북도 군산시 동개정길 7 ,126.7601133,35.97101394
전문대학,2972,기독간호대학교,본교,광주,사립,기존,광주광역시 남구 백서로70번길 6 ,126.9158604,35.1383146
전문대학,2973,서울여자간호대학교,본교,서울,사립,기존,서울특별시 서대문구 간호대로 38 ,126.9476278,37.59767354
전문대학,2974,조선간호대학교,본교,광주,사립,기존,광주광역시 동구 필문대로 309-2 ,126.928666,35.13797129
전문대학,2975,한국폴리텍 V 대학 순천캠퍼스,본교,전남,사립,기존,전라남도 순천시 기적의도서관1길 41 ,127.5268291,34.95296896
전문대학,3019,한국농수산대학(일반),본교,전북,특별법국립,기존,전라북도 전주시 덕진구 콩쥐팥쥐로 1515 ,127.0685729,35.83038701
대학,3022,한국전통문화대학교,본교,충남,특별법국립,기존,충청남도 부여군 규암면 백제문로 367 ,126.8968824,36.3094794
대학,3139,한국에너지공과대학교,본교,전남,특별법법인,신설,전라남도 나주시 혁신로 200,126.8024468,35.01493844
전문대학,3157,한국폴리텍 VII 대학 진주캠퍼스,본교,경남,사립,신설,경상남도 진주시 모덕로 299,128.1264991,35.19080016
전문대학,3163,한국폴리텍 VII 대학 동부산캠퍼스,본교,부산,사립,신설,부산광역시 기장군 정관읍 산단4로 2-69,129.179312,35.31129983
