학교구분,학교코드,학교명,본분교,지역,설립구분,학교상태,주소
대학,156,용인대학교,본교,경기,사립,기존,경기도 용인시 처인구 용인대학로 134 
대학,157,우석대학교,본교,전북,사립,기존,전라북도 완주군 삼례읍 삼례로 443 
대학,158,울산대학교,본교,울산,사립,기존,울산광역시 남구 대학로 93 
대학,159,원광대학교,본교,전북,사립,기존,전라북도 익산시 익산대로 460 
대학,160,위덕대학교,본교,경북,사립,기존,경상북도 경주시 강동면 동해대로 261 
대학,161,을지대학교,본교,대전,사립,기존,대전광역시 중구 계룡로771번길 77 
대학,162,을지대학교,제2캠퍼스,경기,사립,기존,경기도 성남시 수정구 산성대로 553 
대학,163,이화여자대학교,본교,서울,사립,기존,서울특별시 서대문구 이화여대길 52 
대학,164,인제대학교,본교,경남,사립,기존,경상남도 김해시 인제로 197 
대학,166,인제대학교,제2캠퍼스,부산,사립,기존,부산광역시 부산진구 복지로 75 
대학,167,인천가톨릭대학교,제2캠퍼스,인천,사립,기존,인천광역시 연수구 송도문화로120번길 20 
대학,168,인천가톨릭대학교,본교,인천,사립,기존,인천광역시 강화군 양도면 고려왕릉로 53-1 
대학,169,인하대학교,본교,인천,사립,기존,인천광역시 미추홀구 인하로 100
대학,170,장로회신학대학교,본교,서울,사립,기존,서울특별시 광진구 광장로5길 25-1 
대학,171,전주대학교,본교,전북,사립,기존,전라북도 전주시 완산구 천잠로 303 
대학,172,조선대학교,본교,광주,사립,기존,광주광역시 동구 필문대로 309 
대학,173,중부대학교,본교,충남,사립,기존,충청남도 금산군 추부면 대학로 201 
대학,174,중앙대학교,제2캠퍼스,경기,사립,기존,경기도 안성시 대덕면 서동대로 4726 
대학,175,중앙대학교,본교,서울,사립,기존,서울특별시 동작구 흑석로 84 
대학,177,중앙승가대학교,본교,경기,사립,기존,경기도 김포시 승가로 147 
대학,178,백석대학교,본교,충남,사립,기존,충청남도 천안시 동남구 백석대학로 1 
대학,179,청주대학교,본교,충북,사립,기존,충청북도 청주시 청원구 대성로 298 
대학,180,총신대학교,본교,서울,사립,기존,서울특별시 동작구 사당로 143 
대학,181,추계예술대학교,본교,서울,사립,기존,서울특별시 서대문구 북아현로11가길 7 
대학,182,한국침례신학대학교,본교,대전,사립,기존,대전광역시 유성구 북유성대로 190 
대학,184,칼빈대학교,본교,경기,사립,기존,경기도 용인시 기흥구 마북로 184 
대학,186,평택대학교,본교,경기,사립,기존,경기도 평택시 서동대로 3825 
대학,187,차의과학대학교,본교,경기,사립,기존,경기도 포천시 해룡로 120 
대학,188,포항공과대학교,본교,경북,사립,기존,경상북도 포항시 남구 청암로 77 
대학,189,한국기술교육대학교,본교,충남,사립,기존,충청남도 천안시 동남구 병천면 충절로 1600 
대학,191,한국성서대학교,본교,서울,사립,기존,서울특별시 노원구 동일로214길 32 
대학,192,한국외국어대학교,본교,서울,사립,기존,서울특별시 동대문구 이문로 107 
대학,194,한국항공대학교,본교,경기,사립,기존,경기도 고양시 덕양구 항공대학로 76 
대학,195,한남대학교,본교,대전,사립,기존,대전광역시 대덕구 한남로 70 
대학,196,한동대학교,본교,경북,사립,기존,경상북도 포항시 북구 흥해읍 한동로 558 
대학,197,한라대학교,본교,강원,사립,기존,강원도 원주시 흥업면 한라대길 28 
대학,198,한림대학교,본교,강원,사립,기존,강원도 춘천시 한림대학길 1 
대학,199,한서대학교,본교,충남,사립,기존,충청남도 서산시 해미면 한서1로 46 
대학,200,한성대학교,본교,서울,사립,기존,서울특별시 성북구 삼선교로16길 116 
대학,201,한세대학교,본교,경기,사립,기존,경기도 군포시 한세로 30 
대학,202,한신대학교,본교,경기,사립,기존,경기도 오산시 한신대길 137 
대학,203,한양대학교,본교,서울,사립,기존,서울특별시 성동구 왕십리로 222 
대학,204,한양대학교(ERICA),분교,경기,사립,기존,경기도 안산시 상록구 한양대학로 55 
대학,205,서울한영대학교,본교,서울,사립,기존,서울특별시 구로구 경인로 290-42 
대학,206,한일장신대학교,본교,전북,사립,기존,전라북도 완주군 상관면 왜목로 726-15 
대학,207,협성대학교,본교,경기,사립,기존,경기도 화성시 봉담읍 최루백로 72 
대학,208,호남대학교,본교,광주,사립,기존,광주광역시 광산구 호남대길 120 
대학,209,호남신학대학교,본교,광주,사립,기존,광주광역시 남구 제중로 77 
대학,211,호서대학교,본교,충남,사립,기존,충청남도 아산시 배방읍 호서로79번길 20 
대학,212,홍익대학교,본교,서울,사립,기존,서울특별시 마포구 와우산로 94 
대학,215,가톨릭꽃동네대학교,본교,충북,사립,기존,충청북도 청주시 서원구 현도면 상삼길 133 
대학,216,남부대학교,본교,광주,사립,기존,광주광역시 광산구 남부대길 1 
대학,218,예원예술대학교,본교,전북,사립,기존,전라북도 임실군 신평면 창인로 117 
대학,219,예원예술대학교,제2캠퍼스,경기,사립,기존,경기도 양주시 은현면 예원대학로 56 
대학,221,목포가톨릭대학교,본교,전남,사립,기존,전라남도 목포시 영산로 697 
대학,222,부산장신대학교,본교,경남,사립,기존,경상남도 김해시 김해대로 1894-68 
대학,224,금강대학교,본교,충남,사립,기존,충청남도 논산시 상월면 상월로 522 
대학,228,예수대학교,본교,전북,사립,기존,전라북도 전주시 완산구 서원로 383 
대학,229,한국국제대학교,본교,경남,사립,기존,경상남도 진주시 문산읍 동부로 965 
대학,231,광주대학교,본교,광주,사립,기존,광주광역시 남구 효덕로 277 
대학,233,신경대학교,본교,경기,사립,기존,경기도 화성시 남양읍 남양중앙로 400-5 
대학,235,동명대학교,본교,부산,사립,기존,부산광역시 남구 신선로 428 
대학,236,영산대학교,본교,경남,사립,기존,경상남도 양산시 주남로 288 
대학,237,영산대학교,제2캠퍼스,부산,사립,기존,부산광역시 해운대구 반송순환로 142 
대학,238,대전신학대학교,본교,대전,사립,기존,대전광역시 대덕구 한남로 41 
대학,239,중원대학교,본교,충북,사립,기존,충청북도 괴산군 괴산읍 문무로 85 
대학,240,우송대학교,본교,대전,사립,기존,대전광역시 동구 동대전로 171 
대학,241,김천대학교,본교,경북,사립,기존,경상북도 김천시 대학로 214 
대학,243,송원대학교,본교,광주,사립,기존,광주광역시 남구 송암로 73 
대학,244,경운대학교,본교,경북,사립,기존,경상북도 구미시 산동면 강동로 730 
대학,245,남서울대학교,본교,충남,사립,기존,충청남도 천안시 서북구 성환읍 대학로 91 
대학,246,초당대학교,본교,전남,사립,기존,전라남도 무안군 무안읍 무안로 380 
대학,247,한국공학대학교,본교,경기,사립,기존,경기도 시흥시 산기대학로 237 
대학,248,제주국제대학교,본교,제주,사립,기존,제주특별자치도 제주시 516로 2870 
대학,249,창신대학교,본교,경남,사립,기존,경상남도 창원시 마산회원구 팔용로 262 
대학,250,울산과학기술원,본교,울산,특별법법인,기존,울산광역시 울주군 언양읍 유니스트길 50 
대학,251,공주교육대학교,본교,충남,국립,기존,충청남도 공주시 웅진로 27 
대학,252,광주교육대학교,본교,광주,국립,기존,광주광역시 북구 필문대로 55 
대학,253,대구교육대학교,본교,대구,국립,기존,대구광역시 남구 중앙대로 219 
대학,254,부산교육대학교,본교,부산,국립,기존,부산광역시 연제구 교대로 24 
대학,255,서울교육대학교,본교,서울,국립,기존,서울특별시 서초구 서초중앙로 96 
대학,256,경인교육대학교,본교,인천,국립,기존,인천광역시 계양구 계산로 62 
대학,257,경인교육대학교,제2캠퍼스,경기,국립,기존,경기도 안양시 만안구 삼막로 155 
대학,258,전주교육대학교,본교,전북,국립,기존,전라북도 전주시 완산구 서학로 50 
대학,260,진주교육대학교,본교,경남,국립,기존,경상남도 진주시 진양호로369번길 3 
대학,261,청주교육대학교,본교,충북,국립,기존,충청북도 청주시 서원구 청남로 2065 
대학,262,춘천교육대학교,본교,강원,국립,기존,강원도 춘천시 공지로 126 
대학,273,한국방송통신대학교,본교,서울,국립,기존,서울특별시 종로구 대학로 86 
대학,282,호원대학교,본교,전북,사립,기존,전라북도 군산시 임피면 호원대3길 64 
대학,284,청운대학교,본교,충남,사립,기존,충청남도 홍성군 홍성읍 대학길 25 
대학,288,정석대학,본교,서울,사립,기존,서울특별시 강서구 오정로 576 
대학,317,순복음총회신학교,본교,충북,사립,기존,충청북도 제천시 덕산면 도전로 320 
대학,318,경희사이버대학교,본교,서울,사립,기존,서울특별시 동대문구 경희대로 26 
대학,319,국제사이버대학교,본교,경기,사립,기존,경기도 수원시 팔달구 경수대로 490 
대학,320,대구사이버대학교,본교,경북,사립,기존,경상북도 경산시 진량읍 대구대로 201 
대학,321,부산디지털대학교,본교,부산,사립,기존,부산광역시 사상구 주례로 57 
대학,322,서울디지털대학교,본교,서울,사립,기존,서울특별시 강서구 공항대로 424 
대학,323,서울사이버대학교,본교,서울,사립,기존,서울특별시 강북구 솔매로49길 60 
대학,325,세종사이버대학교,본교,서울,사립,기존,서울특별시 광진구 군자로 121 
대학,326,한국열린사이버대학교,본교,서울,사립,기존,"서울특별시 중랑구 망우로 353, C동 9층"
대학,327,원광디지털대학교,본교,전북,사립,기존,전라북도 익산시 익산대로 460 
대학,328,고려사이버대학교,본교,서울,사립,기존,서울특별시 종로구 북촌로 106 
대학,329,숭실사이버대학교,본교,서울,사립,기존,서울특별시 종로구 삼일대로30길 23 
대학,330,디지털서울문화예술대학교,본교,서울,사립,기존,서울특별시 서대문구 통일로37길 60 
대학,331,한양사이버대학교,본교,서울,사립,기존,서울특별시 성동구 왕십리로 220 
대학,332,사이버한국외국어대학교,본교,서울,사립,기존,서울특별시 동대문구 이문로 107 
대학,333,화신사이버대학교,본교,부산,사립,기존,부산광역시 연제구 고분로191번길 1 
대학,334,글로벌사이버대학교,본교,충남,사립,기존,충청남도 천안시 동남구 목천읍 교천지산길 284-88 
대학,335,건양사이버대학교,본교,대전,사립,기존,대전광역시 서구 관저동로 158 
대학,374,한국과학기술원,본교,대전,특별법법인,기존,대전광역시 유성구 대학로 291 
대학,381,광주과학기술원,본교,광주,특별법법인,기존,광주광역시 북구 첨단과기로 123 
대학,382,대구경북과학기술원,본교,대구,특별법법인,기존,대구광역시 달성군 현풍면 테크노중앙대로 333 
대학,383,한국예술종합학교,본교,서울,특별법국립,기존,서울특별시 성북구 화랑로32길 146-37 
전문대학,402,경남도립거창대학,본교,경남,공립,기존,경상남도 거창군 거창읍 거창대학로 72 
전문대학,403,경남도립남해대학,본교,경남,공립,기존,경상남도 남해군 남해읍 화전로78번길 30 
전문대학,405,경북도립대학교,본교,경북,공립,기존,경상북도 예천군 예천읍 도립대학길 114 
전문대학,406,충북도립대학교,본교,충북,공립,기존,충청북도 옥천군 옥천읍 대학길 15 
전문대학,410,가톨릭상지대학교,본교,경북,사립,기존,경상북도 안동시 상지길 45 
전문대학,412,거제대학교,본교,경남,사립,기존,경상남도 거제시 마전1길 91 
전문대학,415,호산대학교,본교,경북,사립,기존,경상북도 경산시 하양읍 대경로105길 19 
전문대학,416,경민대학교,본교,경기,사립,기존,경기도 의정부시 서부로 545 
전문대학,418,영남외국어대학,본교,경북,사립,기존,경상북도 경산시 남천면 남천로 780-9 
전문대학,422,경인여자대학교,본교,인천,사립,기존,인천광역시 계양구 계양산로 63 
전문대학,425,계명문화대학교,본교,대구,사립,기존,대구광역시 달서구 달서대로 675 
전문대학,426,계원예술대학교,본교,경기,사립,기존,경기도 의왕시 계원대학로 66 
전문대학,428,광양보건대학교,본교,전남,사립,기존,전라남도 광양시 광양읍 대학로 85 
전문대학,429,광주보건대학교,본교,광주,사립,기존,광주광역시 광산구 북문대로419번길 73 
전문대학,430,구미대학교,본교,경북,사립,기존,경상북도 구미시 야은로 37 
전문대학,432,군장대학교,본교,전북,사립,기존,전라북도 군산시 성산면 군장대길 13 
전문대학,433,강동대학교,본교,충북,사립,기존,충청북도 음성군 감곡면 대학길 278 
전문대학,435,고구려대학교,본교,전남,사립,기존,전라남도 나주시 다시면 백호로 125 
전문대학,437,전주기전대학,본교,전북,사립,기존,전라북도 전주시 완산구 전주천서로 267 
전문대학,438,경북보건대학교,본교,경북,사립,기존,경상북도 김천시 대학로 168 
전문대학,440,김포대학교,본교,경기,사립,기존,경기도 김포시 월곶면 김포대학로 97 
전문대학,441,농협대학교,본교,경기,사립,기존,경기도 고양시 덕양구 서삼릉길 281 
전문대학,442,대경대학교,본교,경북,사립,기존,경상북도 경산시 자인면 단북1길 65 
전문대학,443,대구공업대학교,본교,대구,사립,기존,대구광역시 달서구 송현로 205 
전문대학,444,대구보건대학교,본교,대구,사립,기존,대구광역시 북구 영송로 15 
